,NS,surface_total_in_m2,rooms,price
55876,17,419.0,5.0,440000.0
55882,26,65.0,1.0,94923.0
55883,54,75.0,2.0,237000.0
55885,54,75.0,2.0,227800.0
55890,46,43.0,1.0,128000.0
55906,56,170.0,5.0,590000.0
55907,3,30.0,1.0,76500.0
55914,50,700.0,2.0,1700000.0
55921,53,102.0,3.0,290000.0
55922,3,33.0,1.0,87500.0
55929,3,34.0,1.0,84500.0
55932,3,31.0,1.0,86600.0
55938,54,63.0,2.0,365000.0
55940,8,122.0,3.0,135000.0
55941,3,30.0,1.0,82500.0
55943,29,570.0,6.0,580000.0
55945,20,441.0,7.0,595000.0
55958,3,31.0,1.0,86600.0
55960,11,75.0,5.0,245000.0
55966,22,104.0,6.0,229000.0
55973,52,415.0,5.0,1190000.0
56018,39,94.0,4.0,240000.0
56021,60,71.0,2.0,345000.0
56037,54,98.0,4.0,260000.0
56038,30,42.0,2.0,105000.0
56040,26,71.0,3.0,154000.0
56042,24,250.0,6.0,285000.0
56050,28,157.0,7.0,250000.0
56052,56,115.0,3.0,590000.0
56059,56,116.0,3.0,315000.0
56065,45,87.0,3.0,150000.0
56072,12,155.0,5.0,275000.0
56082,12,140.0,4.0,260000.0
56089,20,441.0,7.0,690000.0
56091,11,75.0,4.0,145000.0
56112,45,92.0,4.0,160000.0
56127,56,518.0,6.0,950000.0
56130,51,518.0,6.0,950000.0
56137,12,82.0,4.0,160000.0
56147,54,99.0,2.0,255000.0
56155,12,60.0,3.0,115000.0
56165,34,108.0,3.0,150000.0
56171,12,125.0,5.0,225000.0
56174,30,104.0,4.0,150000.0
56179,18,170.0,4.0,380000.0
56198,11,64.0,2.0,135000.0
56217,12,380.0,5.0,495000.0
56218,30,16.0,1.0,55000.0
56228,30,16.0,1.0,55000.0
56242,20,127.0,3.0,355000.0
56244,11,34.0,2.0,79000.0
56245,32,126.0,5.0,250000.0
56250,28,80.0,4.0,160000.0
56259,54,130.0,2.0,370000.0
56262,51,350.0,8.0,1200000.0
56295,11,56.0,3.0,132000.0
56301,54,182.0,3.0,348000.0
56305,12,325.0,6.0,465000.0
56309,12,290.0,4.0,379000.0
56314,15,286.0,4.0,230000.0
56320,28,27.0,1.0,94000.0
56328,51,177.0,4.0,319000.0
56336,11,64.0,2.0,135000.0
56337,4,39.0,2.0,80000.0
56340,45,40.0,1.0,95000.0
56342,4,38.0,2.0,80000.0
56344,4,38.0,2.0,80000.0
56346,51,150.0,4.0,248000.0
56352,51,30.0,1.0,78900.0
56357,51,46.0,2.0,139000.0
56374,51,217.0,4.0,590000.0
56383,54,115.0,3.0,285000.0
56388,56,150.0,3.0,470000.0
56389,59,240.0,5.0,1500000.0
56396,54,107.0,4.0,455000.0
56397,12,67.0,2.0,105000.0
56401,51,115.0,4.0,320000.0
56406,59,210.0,5.0,1100000.0
56409,11,56.0,2.0,93000.0
56411,39,33.0,2.0,83500.0
56414,56,174.0,5.0,480000.0
56419,30,74.0,3.0,160000.0
56422,51,110.0,4.0,398000.0
56423,11,110.0,3.0,120000.0
56425,53,666.0,6.0,1600000.0
56426,35,110.0,4.0,118000.0
56437,39,48.0,2.0,114000.0
56442,50,592.0,1.0,1200000.0
56443,39,54.0,2.0,160000.0
56449,40,185.0,5.0,220000.0
56450,59,146.0,3.0,495000.0
56467,59,77.0,3.0,360000.0
56478,53,318.0,5.0,860000.0
56492,58,100.0,3.0,350000.0
56501,46,118.0,4.0,342000.0
56517,49,107.0,4.0,260000.0
56527,50,175.0,4.0,750000.0
56531,60,146.0,4.0,840000.0
56538,53,150.0,3.0,595000.0
56541,47,56.0,2.0,135000.0
56547,11,102.0,3.0,150000.0
56549,49,38.0,1.0,107000.0
56552,9,54.0,2.0,150000.0
56561,46,60.0,2.0,168000.0
56562,53,254.0,6.0,840000.0
56564,53,97.0,3.0,260000.0
56569,53,70.0,2.0,265000.0
56571,51,15.0,1.0,35000.0
56573,20,29.0,2.0,57000.0
56576,51,100.0,4.0,315000.0
56577,53,48.0,1.0,150000.0
56599,53,76.0,2.0,230000.0
56603,45,76.0,3.0,210000.0
56605,45,76.0,3.0,220000.0
56606,53,70.0,4.0,285000.0
56610,34,256.0,6.0,510000.0
56611,54,56.0,2.0,280000.0
56612,45,76.0,3.0,225000.0
56615,53,80.0,3.0,267000.0
56622,53,80.0,3.0,283000.0
56623,54,114.0,4.0,580000.0
56627,53,80.0,3.0,275000.0
56630,54,56.0,2.0,280000.0
56636,44,57.0,2.0,180000.0
56640,46,33.0,1.0,87000.0
56641,44,57.0,2.0,184000.0
56643,46,32.0,1.0,87000.0
56644,54,379.0,5.0,2000000.0
56645,44,103.0,3.0,234000.0
56650,53,117.0,3.0,550000.0
56652,9,132.0,3.0,139000.0
56653,44,73.0,3.0,215000.0
56657,44,94.0,4.0,265000.0
56659,46,32.0,1.0,87000.0
56661,44,55.0,1.0,141000.0
56663,51,19.0,1.0,73000.0
56665,58,92.0,3.0,515000.0
56678,49,38.0,1.0,150000.0
56681,46,60.0,2.0,161000.0
56682,51,157.0,5.0,375000.0
56685,60,38.0,1.0,225000.0
56688,58,82.0,3.0,550000.0
56691,54,535.0,5.0,850000.0
56695,45,340.0,5.0,750000.0
56696,44,39.0,1.0,100000.0
56708,30,93.0,4.0,280000.0
56714,30,70.0,3.0,230000.0
56736,45,76.0,3.0,200000.0
56742,53,48.0,1.0,153000.0
56751,60,188.0,3.0,1250000.0
56754,53,68.0,2.0,250000.0
56764,54,37.0,1.0,149000.0
56770,54,329.0,2.0,1000000.0
56775,54,37.0,1.0,147000.0
56779,39,58.0,2.0,140000.0
56780,46,78.0,3.0,235000.0
56782,39,35.0,1.0,84000.0
56783,46,52.0,2.0,151000.0
56784,51,410.0,6.0,900000.0
56787,54,108.0,3.0,285000.0
56788,39,35.0,1.0,84000.0
56790,39,51.0,1.0,90000.0
56796,44,55.0,2.0,176000.0
56799,60,148.0,3.0,1150000.0
56802,6,25.0,1.0,82000.0
56805,53,100.0,3.0,315000.0
56807,48,48.0,1.0,130000.0
56813,53,48.0,1.0,155000.0
56814,54,43.0,1.0,215000.0
56820,54,43.0,1.0,185000.0
56823,53,48.0,1.0,157000.0
56831,12,40.0,1.0,95000.0
56833,53,47.0,1.0,151000.0
56839,53,80.0,3.0,264000.0
56843,53,135.0,3.0,362000.0
56848,53,80.0,3.0,272000.0
56852,45,55.0,2.0,155000.0
56857,45,66.0,2.0,185000.0
56858,54,64.0,1.0,248000.0
56864,44,70.0,2.0,191000.0
56870,44,37.0,1.0,110000.0
56871,53,40.0,1.0,140000.0
56888,44,73.0,3.0,211000.0
56897,53,48.0,1.0,152000.0
56900,44,39.0,1.0,110000.0
56901,56,100.0,3.0,350000.0
56903,49,42.0,1.0,110000.0
56905,50,160.0,4.0,520000.0
56910,53,44.0,2.0,225000.0
56913,53,50.0,2.0,225000.0
56922,46,52.0,2.0,153000.0
56927,53,78.0,3.0,360000.0
56938,30,294.0,5.0,250000.0
56947,23,300.0,5.0,248300.0
56951,53,82.0,3.0,450000.0
56965,60,86.0,2.0,525000.0
56999,12,160.0,4.0,500000.0
57014,52,211.0,5.0,485000.0
57015,49,44.0,1.0,135000.0
57028,51,120.0,4.0,215000.0
57030,23,40.0,2.0,92000.0
57034,56,108.0,2.0,650000.0
57042,39,127.0,4.0,490000.0
57047,48,62.0,2.0,240000.0
57049,39,36.0,1.0,82000.0
57076,52,211.0,4.0,485000.0
57081,56,121.0,4.0,339000.0
57082,30,280.0,4.0,350000.0
57086,49,48.0,2.0,139000.0
57088,49,44.0,1.0,135000.0
57091,44,73.0,2.0,108500.0
57098,54,144.0,5.0,420000.0
57101,54,163.0,4.0,390000.0
57107,23,280.0,5.0,415000.0
57128,34,37.0,1.0,90000.0
57130,51,70.0,2.0,179000.0
57135,30,148.0,3.0,125000.0
57146,51,51.0,2.0,165000.0
57151,30,280.0,5.0,280000.0
57163,56,327.0,4.0,400000.0
57165,56,105.0,2.0,475000.0
57176,17,82.0,3.0,152000.0
57191,12,100.0,4.0,165000.0
57218,56,699.0,6.0,1800000.0
57219,56,174.0,4.0,365000.0
57224,26,112.0,4.0,215000.0
57225,20,61.0,2.0,130000.0
57233,32,70.0,3.0,125000.0
57238,56,240.0,4.0,930000.0
57250,51,274.0,4.0,870000.0
57264,39,53.0,2.0,115000.0
57268,11,45.0,2.0,120000.0
57269,56,310.0,6.0,1550000.0
57270,54,45.0,2.0,139000.0
57271,23,63.0,2.0,80000.0
57272,53,94.0,3.0,239000.0
57274,54,113.0,4.0,275000.0
57291,33,47.0,2.0,82000.0
57300,32,40.0,1.0,83000.0
57304,44,88.0,3.0,218000.0
57306,32,54.0,2.0,120000.0
57309,23,314.0,6.0,490000.0
57310,44,72.0,3.0,218000.0
57325,53,142.0,4.0,395000.0
57342,56,40.0,2.0,110000.0
57371,60,38.0,1.0,189900.0
57380,28,121.0,4.0,215000.0
57394,9,33.0,1.0,55000.0
57403,26,37.0,2.0,68000.0
57410,53,70.0,3.0,164500.0
57412,28,145.0,6.0,310000.0
57421,30,49.0,2.0,148000.0
57423,5,44.0,2.0,78800.0
57433,8,231.0,5.0,233500.0
57441,53,156.0,5.0,358000.0
57442,53,76.0,3.0,175000.0
57478,54,86.0,2.0,248000.0
57484,60,61.0,2.0,320000.0
57487,53,210.0,4.0,450000.0
57491,24,35.0,2.0,69000.0
57516,39,97.0,4.0,289000.0
57520,25,120.0,3.0,179000.0
57525,48,47.0,3.0,110000.0
57526,24,61.0,2.0,98000.0
57534,23,71.0,2.0,145000.0
57543,23,58.0,2.0,140000.0
57544,54,48.0,2.0,235000.0
57548,23,58.0,2.0,140000.0
57552,23,58.0,2.0,140000.0
57553,23,177.0,3.0,159000.0
57557,59,250.0,5.0,1400000.0
57560,23,102.0,2.0,125000.0
57594,2,132.0,4.0,119000.0
57603,26,50.0,2.0,82000.0
57607,24,54.0,3.0,140000.0
57608,39,94.0,3.0,175000.0
57644,32,350.0,5.0,570000.0
57646,24,318.0,5.0,540000.0
57690,9,278.0,6.0,410000.0
57698,24,76.0,2.0,135000.0
57699,45,198.0,4.0,369000.0
57704,24,78.0,2.0,100000.0
57708,24,60.0,2.0,125000.0
57712,24,47.0,2.0,115000.0
57720,24,56.0,2.0,125000.0
57726,24,180.0,3.0,275000.0
57730,30,92.0,3.0,170000.0
57734,34,87.0,2.0,189000.0
57735,54,87.0,2.0,189000.0
57749,54,146.0,4.0,550000.0
57772,46,37.0,1.0,96000.0
57778,53,274.0,6.0,890000.0
57786,39,142.0,4.0,245000.0
57792,30,165.0,4.0,210000.0
57814,45,130.0,4.0,300000.0
57833,39,178.0,5.0,350000.0
57834,53,223.0,4.0,750000.0
57878,44,539.0,7.0,519999.0
57910,54,48.0,2.0,134900.0
57914,30,75.0,4.0,145000.0
57918,16,22.0,1.0,55000.0
57923,24,76.0,3.0,150000.0
57933,28,103.0,6.0,190000.0
57934,51,184.0,4.0,415000.0
57941,28,71.0,4.0,127000.0
57944,51,109.0,3.0,324800.0
57947,9,107.0,3.0,260000.0
57950,12,34.0,2.0,91000.0
57968,53,63.0,3.0,219000.0
57981,54,140.0,4.0,470000.0
58000,24,78.0,3.0,187000.0
58007,24,78.0,3.0,185000.0
58008,56,200.0,4.0,845000.0
58047,56,295.0,4.0,800000.0
58063,54,99.0,4.0,330000.0
58085,53,140.0,4.0,470000.0
58120,54,48.0,1.0,132000.0
58124,53,400.0,6.0,1100000.0
58143,56,42.0,2.0,180000.0
58156,51,127.0,3.0,320000.0
58161,24,50.0,2.0,108999.0
58162,53,72.0,3.0,158000.0
58184,49,460.0,6.0,1098000.0
58211,20,1135.0,5.0,1780000.0
58302,24,110.0,3.0,285000.0
58376,39,67.0,3.0,198000.0
58391,54,421.0,5.0,2000000.0
58482,12,325.0,8.0,465000.0
58515,24,54.0,3.0,95000.0
58539,54,556.0,7.0,1580000.0
58558,13,53.0,1.0,90000.0
58580,23,315.0,4.0,265000.0
58584,32,56.0,1.0,130000.0
58592,28,18.0,2.0,27000.0
58598,27,151.0,5.0,265000.0
58604,9,32.0,1.0,85000.0
58617,51,29.0,1.0,99000.0
58650,49,50.0,2.0,179000.0
58657,54,240.0,5.0,850000.0
58663,56,78.0,3.0,240000.0
58664,54,45.0,2.0,160000.0
58693,53,156.0,4.0,500000.0
58695,54,41.0,1.0,118000.0
58697,59,100.0,3.0,295000.0
58698,54,67.0,3.0,205000.0
58705,60,220.0,6.0,820000.0
58717,28,372.0,4.0,390000.0
58719,56,150.0,5.0,410000.0
58720,50,32.0,1.0,85000.0
58724,56,42.0,2.0,180000.0
58728,50,150.0,8.0,180000.0
58735,15,77.0,3.0,128000.0
58737,54,60.0,2.0,205000.0
58742,59,58.0,3.0,260000.0
58748,14,76.0,2.0,140000.0
58749,56,75.0,3.0,315000.0
58754,53,187.0,5.0,275000.0
58757,27,36.0,2.0,140000.0
58759,54,47.0,2.0,170000.0
58766,54,45.0,1.0,195000.0
58768,54,42.0,1.0,132000.0
58776,54,68.0,3.0,195000.0
58781,56,53.0,2.0,168000.0
58795,59,176.0,4.0,1100000.0
58796,39,48.0,2.0,158700.0
58807,44,43.0,1.0,110000.0
58808,11,500.0,6.0,685000.0
58816,44,43.0,2.0,110000.0
58818,51,166.0,4.0,480000.0
58834,39,475.0,6.0,424000.0
58851,60,65.0,2.0,480000.0
58859,51,284.0,5.0,1070000.0
58869,54,100.0,2.0,350000.0
58876,56,173.0,4.0,364000.0
58885,53,216.0,4.0,570000.0
58892,51,163.0,4.0,415000.0
58895,56,238.0,4.0,570000.0
58897,50,95.0,3.0,235000.0
58912,28,37.0,1.0,126000.0
58917,44,86.0,3.0,180000.0
58918,28,37.0,1.0,157000.0
58922,26,45.0,1.0,86921.0
58924,44,86.0,3.0,180000.0
58927,44,68.0,2.0,145000.0
58929,26,37.0,1.0,84673.0
58934,44,68.0,2.0,145000.0
58940,54,243.0,5.0,850000.0
58945,44,68.0,2.0,145000.0
58950,44,68.0,2.0,145000.0
58971,52,83.0,3.0,450000.0
58977,39,244.0,3.0,335000.0
58980,54,80.0,3.0,225000.0
58989,60,68.0,2.0,340000.0
58992,47,88.0,3.0,301077.0
59001,56,148.0,3.0,470000.0
59023,54,51.0,2.0,179000.0
59025,28,50.0,3.0,170000.0
59037,12,95.0,4.0,145500.0
59051,56,114.0,2.0,318000.0
59071,8,610.0,7.0,670000.0
59078,3,109.0,4.0,215000.0
59079,53,80.0,3.0,256000.0
59124,41,71.0,2.0,140000.0
59127,41,71.0,2.0,145000.0
59129,54,64.0,2.0,390000.0
59142,41,37.0,1.0,95000.0
59166,54,126.0,4.0,290000.0
59171,32,37.0,2.0,125000.0
59176,39,93.0,4.0,358000.0
59180,32,85.0,3.0,177900.0
59186,56,159.0,4.0,430000.0
59188,14,76.0,3.0,140000.0
59197,39,73.0,4.0,159000.0
59201,54,46.0,2.0,112000.0
59209,44,39.0,1.0,87000.0
59215,48,47.0,1.0,30000.0
59216,52,100.0,4.0,250000.0
59224,56,59.0,3.0,140000.0
59231,56,45.0,2.0,96000.0
59239,15,179.0,4.0,265000.0
59241,46,56.0,2.0,149000.0
59243,49,29.0,1.0,85000.0
59245,53,224.0,4.0,1550000.0
59266,32,62.0,2.0,185000.0
59267,53,392.0,5.0,1750000.0
59269,53,400.0,4.0,850000.0
59271,22,200.0,5.0,376000.0
59273,9,36.0,1.0,85000.0
59277,53,210.0,3.0,1200000.0
59278,32,85.0,3.0,177900.0
59281,46,43.0,2.0,115000.0
59285,9,58.0,2.0,97000.0
59286,12,50.0,3.0,125000.0
59289,11,63.0,3.0,135000.0
59294,3,28.0,1.0,52000.0
59298,53,253.0,4.0,2100000.0
59299,32,79.0,3.0,220000.0
59306,49,36.0,1.0,145000.0
59309,49,36.0,1.0,145000.0
59316,50,500.0,1.0,2300000.0
59317,11,138.0,3.0,195000.0
59319,49,60.0,3.0,165000.0
59323,12,65.0,3.0,140000.0
59332,53,250.0,4.0,2100000.0
59333,3,35.0,1.0,90000.0
59336,52,475.0,4.0,1300000.0
59348,54,103.0,4.0,258000.0
59358,39,163.0,5.0,565000.0
59367,56,55.0,2.0,184000.0
59372,9,99.0,4.0,175000.0
59377,53,225.0,3.0,1350000.0
59407,46,100.0,3.0,125000.0
59411,54,90.0,3.0,297000.0
59417,54,130.0,3.0,320000.0
59427,54,218.0,4.0,1400000.0
59431,44,51.0,2.0,115000.0
59444,28,147.0,8.0,315000.0
59446,60,235.0,4.0,1300000.0
59450,56,500.0,8.0,850000.0
59456,53,265.0,5.0,1090000.0
59457,15,325.0,4.0,250000.0
59466,53,215.0,4.0,570000.0
59470,51,330.0,6.0,1170000.0
59472,47,35.0,1.0,89000.0
59478,54,198.0,4.0,1250000.0
59480,56,120.0,3.0,317000.0
59505,53,176.0,4.0,1000000.0
59510,39,325.0,4.0,250000.0
59555,54,31.0,1.0,93900.0
59558,54,49.0,2.0,135000.0
59580,46,114.0,3.0,189000.0
59584,39,157.0,4.0,700000.0
59595,45,165.0,5.0,365000.0
59597,50,55.0,2.0,108000.0
59623,54,72.0,3.0,155000.0
59629,53,183.0,6.0,465000.0
59632,54,75.0,2.0,420000.0
59635,34,69.0,3.0,145000.0
59642,51,50.0,3.0,120000.0
59648,53,176.0,5.0,1000000.0
59659,53,250.0,4.0,2100000.0
59664,56,34.0,1.0,155000.0
59668,60,62.0,2.0,320000.0
59673,53,31.0,1.0,104940.0
59675,51,87.0,4.0,230000.0
59690,53,42.0,1.0,145000.0
59694,28,78.0,3.0,125000.0
59701,32,51.0,2.0,139900.0
59704,25,280.0,6.0,390000.0
59711,39,185.0,5.0,415000.0
59712,53,530.0,6.0,980000.0
59718,46,140.0,5.0,275000.0
59725,46,39.0,2.0,99000.0
59752,56,92.0,3.0,260000.0
59760,51,62.0,1.0,230000.0
59798,18,122.0,3.0,155000.0
59806,56,350.0,5.0,950000.0
59808,46,143.0,4.0,300000.0
59820,26,40.0,1.0,119000.0
59823,53,52.0,3.0,175000.0
59829,51,136.0,4.0,830000.0
59848,40,120.0,3.0,220000.0
59855,46,76.0,3.0,190000.0
59864,34,57.0,3.0,162000.0
59878,46,136.0,4.0,295000.0
59885,46,140.0,5.0,275000.0
59926,20,149.0,5.0,230000.0
59935,46,121.0,4.0,255000.0
59936,53,75.0,1.0,247000.0
59941,53,41.0,1.0,120900.0
59949,51,109.0,4.0,750000.0
59956,54,372.0,4.0,1650000.0
59962,53,42.0,1.0,185000.0
59963,44,220.0,6.0,410000.0
59967,45,182.0,4.0,540000.0
59985,51,62.0,1.0,250000.0
59989,51,43.0,1.0,185000.0
59994,51,97.0,1.0,380000.0
60028,46,39.0,2.0,118000.0
60035,46,155.0,4.0,425000.0
60041,46,65.0,3.0,180000.0
60067,46,76.0,3.0,215000.0
60104,20,45.0,2.0,130000.0
60106,58,62.0,2.0,149000.0
60110,32,300.0,5.0,380000.0
60126,34,79.0,3.0,239900.0
60130,60,67.0,2.0,355000.0
60132,34,80.0,3.0,237000.0
60150,54,81.0,2.0,270000.0
60158,53,235.0,5.0,1600000.0
60171,53,64.0,3.0,168000.0
60176,53,157.0,5.0,615000.0
60224,20,45.0,2.0,130000.0
60316,60,192.0,4.0,1100000.0
60329,54,44.0,1.0,110000.0
60389,44,200.0,5.0,490000.0
60416,56,168.0,6.0,530000.0
60434,54,70.0,2.0,200000.0
60443,11,25.0,1.0,52000.0
60451,51,59.0,1.0,159000.0
60458,39,410.0,6.0,625000.0
60462,27,126.0,6.0,250000.0
60464,4,66.0,4.0,125000.0
60466,54,32.0,1.0,100000.0
60467,56,35.0,1.0,120000.0
60473,27,203.0,5.0,450000.0
60474,56,62.0,2.0,145000.0
60477,35,268.0,5.0,349000.0
60480,51,39.0,2.0,115000.0
60481,54,95.0,3.0,650000.0
60483,34,52.0,2.0,125000.0
60484,34,47.0,2.0,125000.0
60485,35,199.0,7.0,250000.0
60486,22,30.0,1.0,38000.0
60488,4,299.0,5.0,280000.0
60490,54,50.0,1.0,126900.0
60491,34,52.0,2.0,130000.0
60494,54,52.0,1.0,165000.0
60495,54,42.0,1.0,135000.0
60498,54,52.0,2.0,142000.0
60502,54,58.0,1.0,144900.0
60504,46,53.0,2.0,140000.0
60505,34,63.0,2.0,149000.0
60509,50,70.0,4.0,139000.0
60514,46,68.0,2.0,140000.0
60516,53,71.0,2.0,199000.0
60518,46,107.0,3.0,230000.0
60520,35,520.0,5.0,340000.0
60524,34,58.0,3.0,159000.0
60526,18,97.0,5.0,165000.0
60528,32,240.0,1.0,190000.0
60533,47,115.0,5.0,205000.0
60539,54,115.0,5.0,210000.0
60542,28,175.0,4.0,200000.0
60544,32,265.0,1.0,230000.0
60545,4,49.0,2.0,58000.0
60547,54,106.0,4.0,249000.0
60553,54,190.0,4.0,270000.0
60564,9,160.0,4.0,239900.0
60566,34,178.0,4.0,315000.0
60567,35,247.0,4.0,220000.0
60574,54,130.0,4.0,555000.0
60584,53,175.0,5.0,449000.0
60587,4,146.0,5.0,240000.0
60596,34,270.0,1.0,550000.0
60599,9,67.0,3.0,96000.0
60604,54,114.0,3.0,590000.0
60613,51,164.0,4.0,735000.0
60615,58,35.0,1.0,90000.0
60618,9,85.0,4.0,140000.0
60628,58,44.0,1.0,128000.0
60635,54,85.0,2.0,169000.0
60640,34,150.0,1.0,550000.0
60641,52,150.0,4.0,1200000.0
60643,45,300.0,8.0,350000.0
60644,50,125.0,4.0,320000.0
60648,54,40.0,1.0,118000.0
60649,54,200.0,4.0,680000.0
60658,54,56.0,2.0,270000.0
60664,54,113.0,3.0,456000.0
60667,58,43.0,1.0,155000.0
60668,34,46.0,1.0,92500.0
60669,11,340.0,6.0,390000.0
60672,34,91.0,1.0,470000.0
60676,45,300.0,8.0,350000.0
60683,54,350.0,5.0,1500000.0
60687,54,65.0,1.0,110000.0
60698,34,61.0,2.0,140000.0
60701,34,61.0,2.0,142000.0
60707,53,230.0,4.0,535000.0
60711,34,65.0,3.0,187000.0
60715,34,42.0,2.0,105000.0
60716,48,70.0,3.0,189000.0
60767,59,73.0,3.0,284544.0
60773,59,74.0,3.0,349000.0
60784,12,41.0,1.0,83000.0
60794,15,290.0,4.0,289500.0
60799,59,43.0,1.0,290000.0
60806,19,76.0,3.0,250000.0
60814,30,57.0,2.0,115000.0
60831,54,120.0,3.0,740000.0
60848,12,37.0,1.0,74000.0
60853,51,500.0,6.0,820000.0
60874,54,150.0,4.0,780000.0
60921,56,30.0,1.0,1791142.0
60924,20,34.0,1.0,1352000.0
60937,60,80.0,2.0,760000.0
60941,4,103.0,3.0,200000.0
60946,54,95.0,4.0,180000.0
60955,48,37.0,2.0,98000.0
60965,41,137.0,4.0,250000.0
60983,41,35.0,1.0,120000.0
60998,4,104.0,3.0,98000.0
61010,41,60.0,2.0,170000.0
61017,4,235.0,6.0,235000.0
61037,54,280.0,4.0,1300000.0
61042,25,35.0,1.0,73000.0
61065,25,50.0,1.0,120000.0
61068,25,50.0,1.0,120000.0
61071,25,50.0,1.0,120000.0
61072,25,90.0,1.0,118000.0
61138,13,290.0,5.0,240000.0
61146,32,490.0,8.0,680000.0
61157,9,64.0,4.0,110000.0
61161,60,82.0,2.0,570000.0
61181,35,139.0,4.0,140000.0
61186,48,60.0,2.0,240000.0
61187,60,178.0,3.0,850000.0
61194,4,55.0,2.0,65000.0
61212,47,43.0,1.0,104000.0
61217,47,53.0,2.0,152000.0
61219,54,520.0,6.0,1500000.0
61246,60,200.0,4.0,1200000.0
61249,4,23.0,1.0,44000.0
61255,54,144.0,4.0,650000.0
61260,54,44.0,1.0,198000.0
61261,51,106.0,3.0,590000.0
61265,54,112.0,3.0,500000.0
61278,35,44.0,2.0,97000.0
61285,48,390.0,6.0,650000.0
61297,40,35.0,1.0,95000.0
61299,28,320.0,6.0,430000.0
61301,56,90.0,4.0,318000.0
61311,36,66.0,3.0,147000.0
61322,60,67.0,2.0,450000.0
61324,53,99.0,4.0,270000.0
61325,30,32.0,1.0,59000.0
61330,5,303.0,4.0,363000.0
61336,60,90.0,3.0,455000.0
61375,60,200.0,5.0,1700000.0
61379,35,226.0,4.0,205000.0
61382,28,120.0,3.0,250000.0
61388,60,51.0,2.0,270000.0
61396,51,43.0,2.0,90000.0
61415,35,82.0,2.0,200000.0
61416,32,54.0,2.0,140000.0
61420,9,200.0,7.0,250000.0
61430,20,41.0,2.0,99000.0
61459,46,50.0,1.0,131300.0
61463,46,50.0,1.0,131300.0
61468,46,50.0,2.0,142480.0
61650,54,410.0,6.0,1450000.0
61682,20,53.0,2.0,90000.0
61721,51,151.0,6.0,270000.0
61749,53,60.0,2.0,148000.0
61809,51,284.0,6.0,799000.0
61899,58,45.0,1.0,160000.0
61905,53,242.0,6.0,620000.0
61917,54,280.0,5.0,1200000.0
61931,58,189.0,2.0,720000.0
61937,56,180.0,4.0,600000.0
61940,56,93.0,2.0,310000.0
61960,56,175.0,4.0,980000.0
61963,58,39.0,1.0,192000.0
61968,58,41.0,1.0,192000.0
62008,6,40.0,2.0,68000.0
62013,14,142.0,4.0,210000.0
62016,16,45.0,2.0,2060000.0
62022,54,134.0,3.0,350000.0
62069,14,70.0,3.0,140000.0
62097,32,52.0,2.0,150000.0
62108,20,51.0,2.0,113526.0
62134,54,343.0,3.0,750000.0
62214,46,301.0,5.0,850000.0
62250,56,118.0,4.0,385000.0
62263,14,44.0,4.0,90000.0
62271,54,235.0,6.0,440000.0
62286,53,240.0,7.0,720000.0
62289,56,270.0,3.0,795000.0
62293,54,140.0,4.0,670000.0
62307,50,80.0,4.0,260000.0
62361,20,39.0,1.0,108000.0
62362,53,37.0,1.0,118500.0
62366,20,45.0,2.0,190000.0
62388,48,53.0,1.0,150000.0
62398,46,43.0,2.0,120000.0
62415,48,45.0,1.0,150000.0
62429,53,47.0,2.0,199500.0
62433,34,200.0,4.0,350000.0
62439,53,350.0,6.0,690000.0
62440,54,114.0,3.0,250000.0
62443,54,110.0,1.0,290000.0
62447,28,19.0,1.0,90000.0
62465,51,62.0,1.0,240000.0
62467,60,62.0,2.0,340000.0
62474,54,265.0,5.0,550000.0
62480,53,209.0,4.0,1010000.0
62482,53,213.0,4.0,1060000.0
62483,56,149.0,4.0,380000.0
62486,53,214.0,4.0,1130000.0
62489,53,261.0,4.0,1140000.0
62492,53,267.0,4.0,1062500.0
62495,53,212.0,4.0,1057000.0
62498,56,126.0,3.0,450000.0
62499,54,218.0,5.0,639000.0
62503,60,57.0,2.0,320000.0
62512,60,67.0,2.0,320000.0
62515,51,106.0,4.0,295000.0
62516,54,200.0,4.0,640000.0
62557,54,125.0,4.0,298000.0
62581,35,201.0,6.0,175000.0
62607,56,182.0,4.0,710000.0
62625,54,362.0,8.0,680000.0
62628,39,165.0,6.0,350000.0
62667,51,148.0,5.0,360000.0
62673,53,73.0,4.0,193000.0
62701,53,204.0,4.0,660000.0
62719,54,74.0,4.0,240000.0
62749,23,59.0,2.0,93000.0
62767,39,116.0,4.0,440000.0
62775,28,27.0,2.0,70000.0
62781,32,32.0,1.0,85000.0
62817,53,60.0,2.0,250000.0
62854,54,172.0,4.0,440000.0
62926,48,104.0,2.0,415000.0
62963,48,287.0,4.0,650000.0
62986,54,390.0,4.0,2200000.0
63009,54,49.0,2.0,105000.0
63018,53,215.0,4.0,675000.0
63026,56,280.0,5.0,1900000.0
63047,38,32.0,1.0,81000.0
63050,53,55.0,2.0,191756.0
63067,26,72.0,3.0,170985.0
63077,34,50.0,2.0,170721.0
63083,18,34.0,1.0,81000.0
63094,53,102.0,4.0,297000.0
63128,53,873.0,5.0,2500000.0
63131,46,33.0,1.0,110000.0
63132,53,330.0,5.0,890000.0
63137,46,47.0,2.0,120360.0
63154,33,58.0,2.0,126480.0
63156,24,42.0,2.0,1381193.0
63159,24,42.0,2.0,1381193.0
